pierwsza_stacja,druga_stacja,corr
RACIBÓRZ-MIEDONIA,MIĘDZYGÓRZE (250160630) Suma opadów [mm],"[-0.006705574139232843, -0.015687689109696343, -0.020719481701256114, -0.021002164229067234, -0.024036999650802394, -0.03767446327605944, -0.04550521378470198, -0.043274423022601725, -0.016246940727696998, 0.043714358783029636, 0.18370892281616139, 0.25268256715307025, 0.2137169292919406, 0.1680455012614321, 0.12830245139182497, 0.10285157563850804, 0.09155542527110815, 0.06546223616688937, 0.05763402448082053]"
RACIBÓRZ-MIEDONIA,MIĘDZYLESIE (250160650) Suma opadów [mm],"[-0.003264167890027485, -0.009275942773122546, -0.016658151175786468, -0.017277187116521823, -0.01120712788861312, -0.024525373433628036, -0.035408556173413486, -0.040556212787280325, -0.02592754951832264, 0.012851964900705613, 0.12471089053512269, 0.2048332307473087, 0.1700582259272412, 0.12579260571484938, 0.09029980499265866, 0.05642980381475969, 0.04827387191436928, 0.031036809929985875, 0.03189434642265672]"
RACIBÓRZ-MIEDONIA,MILICZ (251170140) Suma opadów [mm],"[0.00837129632828344, -0.016121901548719855, -0.027987105308206528, -0.0035359036006664965, -0.0037145843584700704, -0.02107505126701538, -0.03606991959463087, -0.04943169509737963, -0.03181656347738515, 0.022184646183136297, 0.124687734377267, 0.168574549033831, 0.15297735714613406, 0.11709870308264465, 0.07866151649416216, 0.05849629031967155, 0.044922859067158885, 0.024290872508945526, 0.01987490194458045]"
RACIBÓRZ-MIEDONIA,MŁOTY (250160540) Suma opadów [mm],"[0.04647446126242501, 0.033164144962191576, 0.017005254813705163, 0.017958791864851727, 0.010013541303937484, -0.009109951985795554, -0.00950079259610045, -0.02231707911369324, -0.0036435778541240842, 0.039988996243228395, 0.14489329907648296, 0.22690023572591186, 0.19681822981925157, 0.15803283943224747, 0.1299979176434023, 0.0998539505651365, 0.08056860124343479, 0.053958158176414465, 0.04356842812726393]"
RACIBÓRZ-MIEDONIA,NAMYSŁÓW (251170290) Suma opadów [mm],"[-0.010159000348763896, -0.01637973792357304, -0.027308424575556663, -0.027846856898218867, -0.030156907892671257, -0.03948800814168651, -0.04037004974656676, -0.03803359551194459, -0.022353331096131315, 0.028506023873248066, 0.156280059149214, 0.21274764308931737, 0.2116697045489476, 0.17370097146706925, 0.1269474495813898, 0.09400088349785998, 0.07830751281065981, 0.06562307051881194, 0.07649397664616323]"
RACIBÓRZ-MIEDONIA,NYSA (250170230) Suma opadów [mm],"[-0.0010613897091248793, -0.003206173323066187, -0.0012944940407376415, -0.011379913015284475, -0.03195662938053618, -0.05113770929270415, -0.067432112678272, -0.059781590909987956, -0.029923688632866208, 0.04617747985030696, 0.23488847153777304, 0.25954626162903965, 0.22060714183134048, 0.18981265502849481, 0.15808944492095017, 0.12375820689112195, 0.09518374479429866, 0.08039000775005214, 0.06623213880300972]"
RACIBÓRZ-MIEDONIA,OBORNIKI ŚLĄSKIE (251160220) Suma opadów [mm],"[-0.016807909623253015, -0.027620592938769048, -0.04121541750249594, -0.02611776517485108, -0.035386060710892515, -0.04895608455738436, -0.05454647275336663, -0.06088538136146795, -0.036487779258378726, 0.014477675224903315, 0.10704914940910938, 0.13292375575117227, 0.11885594867878936, 0.091494814832916, 0.06569541510316229, 0.05086567183569827, 0.03771257375218718, 0.01458696044495547, 0.014904415294975023]"
RACIBÓRZ-MIEDONIA,ODOLANÓW (251170130) Suma opadów [mm],"[0.0008851811138610073, 0.0030069005427506837, 0.013066991495913904, 0.03141678074074646, 0.004380875170360533, -0.030565915129515075, -0.05144428054468793, -0.0594231747985572, -0.04643756543180605, -0.001053487429237424, 0.10219845858873368, 0.13236333672891745, 0.10410898861725197, 0.06428007105052973, 0.052837245337279036, 0.06719495103116899, 0.054154281036963944, 0.041066087686666586, 0.053725407836292705]"
RACIBÓRZ-MIEDONIA,OŁDRZYCHOWICE KŁODZKIE (250160510) Suma opadów [mm],"[0.02307087873588005, 0.006453871422117782, 0.0029730821467831205, 0.011852566231076082, 0.009615358006292138, -0.015689430172139914, -0.031181748012692856, -0.03903069751736921, -0.02061670313825811, 0.036986500239028774, 0.16088565744889127, 0.20873141167399414, 0.17791280273408108, 0.1339297860015259, 0.0964258313274242, 0.06420977406342435, 0.05487015483501175, 0.038016608421589326, 0.03089321521619951]"
RACIBÓRZ-MIEDONIA,OPOLE (350170530) Suma opadów [mm],"[0.004791315981905775, 0.0023119156443010035, 0.004951575852003188, 0.013428155155999882, 0.01227415470700577, 0.007187847599943118, 6.654440898257891e-05, -0.0003813267546188033, 0.018561962076374238, 0.07057806940175113, 0.23701170310762412, 0.2969320636418521, 0.26314968451864934, 0.22265245720853136, 0.17762595692219496, 0.15251209432467402, 0.14884975605903839, 0.12963391870475482, 0.12135097545237504]"
RACIBÓRZ-MIEDONIA,OSETNO (251160110) Suma opadów [mm],"[-0.019513262974894894, -0.03239057693363451, -0.044581498593300226, -0.045128380479686744, -0.04622890969847855, -0.058001715097671616, -0.07013555939639736, -0.08059757030464829, -0.06101720890366497, -0.024494281025232996, 0.055994426034861385, 0.10911568812422462, 0.10963633755599647, 0.07634339578294083, 0.05193462770645832, 0.02964031614694765, 0.014315525019634184, -0.004426645332262087, 0.008295989136994662]"
RACIBÓRZ-MIEDONIA,OSTROSZOWICE (250160320) Suma opadów [mm],"[-0.0011637879566906558, -0.005409311543415684, -0.007136657817175245, -0.0010790676304722933, -0.009930712595238122, -0.02710041374435242, -0.031122285069743388, -0.04582485179735684, -0.03196992228222148, 0.02018873573744783, 0.11700622365825898, 0.14138090435773942, 0.12614319991986278, 0.07920039100216467, 0.044245653552430576, 0.01473018745003229, -0.0029428334856099144, -0.01278577866005417, -0.018946780242841785]"
RACIBÓRZ-MIEDONIA,OSTRZESZÓW II (251170430) Suma opadów [mm],"[-0.17822366353794153, -0.1740869778436081, -0.20216192213036907, -0.19170038010089624, -0.17813064566751302, -0.1417166474466214, -0.12365147272198655, -0.1472224904971882, -0.1404020768189249, -0.11445718510670064, 0.07814116804453838, 0.1069860181911408, 0.07647460931855386, -0.015151728197688162, -0.04542122103878013, -0.03455391771984868, -0.029113886959427064, -0.03350458693195279, 0.20290972771281818]"
RACIBÓRZ-MIEDONIA,OTMUCHÓW (250170250) Suma opadów [mm],"[0.005817135487160486, -0.004259389096751351, -0.013519490075719108, -0.016447091568986907, -0.024575385232134355, -0.042764302826519114, -0.054828496659495275, -0.05293588911299082, -0.03428880827629035, 0.02045481246259652, 0.16614686817536287, 0.21777282164265022, 0.18613898032255471, 0.1473138982943509, 0.11474687522262894, 0.09119443210446666, 0.08631842513000702, 0.07407105365484207, 0.07531521478413036]"
RACIBÓRZ-MIEDONIA,PACZKÓW (250170220) Suma opadów [mm],"[0.05082864477841474, 0.03910965458824541, 0.036777067118335116, 0.045332415902218794, 0.03307642157398497, 0.002934079199715663, -0.01482974257977744, -0.004411600902987023, 0.005326491709212237, 0.05304577933215103, 0.18060149974092693, 0.22304513868780687, 0.18877094646066478, 0.1608434342799211, 0.147181794382005, 0.1431519190678471, 0.10783202750544724, 0.0749203266590497, 0.04954308017849543]"
RACIBÓRZ-MIEDONIA,POLANICA-ZDRÓJ (250160490) Suma opadów [mm],"[-0.01533503440270056, -0.022570267468762183, -0.018324854407615568, -0.011690476800315227, -0.0012151102859293786, -0.014087960316385685, -0.04007176523546086, -0.06801254945795701, -0.06134810029244857, -0.048977657107208555, 0.06605858039184, 0.12008243884529651, 0.11032367654552325, 0.07107787538021587, 0.029062249762519272, -0.014115693819636283, -0.037134920847331866, -0.05820922640029168, -0.06386648482778512]"
RACIBÓRZ-MIEDONIA,POLKOWICE DOLNE (251160150) Suma opadów [mm],"[-0.04184468221707219, -0.04855165665065348, -0.05773666786493538, -0.05531939387223405, -0.05408478425114092, -0.06300864713934579, -0.07375092939179818, -0.06893158276520527, -0.038211805919101526, -0.0072578217099061515, 0.07217977002117465, 0.10916092407262958, 0.10117860091446262, 0.0715903399291925, 0.056054522234269454, 0.049627411611291104, 0.033492352740062854, 0.02052393997593732, 0.014921826624032491]"
RACIBÓRZ-MIEDONIA,PRUDNIK (250170530) Suma opadów [mm],"[0.05567637818457396, 0.05000479593374878, 0.03962592324315776, 0.029695595210178484, 0.015625490818459962, -4.0554700852674126e-05, -0.01254542244752225, -0.005679491179080542, 0.024309463675802157, 0.10095642407722002, 0.28135281460869654, 0.32858518972755396, 0.260488732411442, 0.20770989468867215, 0.1703415119400321, 0.14623089785043963, 0.12562917613158595, 0.10627016304505818, 0.07176263454715862]"
RACIBÓRZ-MIEDONIA,PRZEWORNO (250170120) Suma opadów [mm],"[0.037501675083755924, 0.024666762376261597, 0.016617224990833703, 0.028170240307294522, 0.00668006767476188, -0.015670109589122613, -0.03819887026819453, -0.0390989300128833, -0.015365793540518553, 0.047581120845585134, 0.19075687537007477, 0.2501843042295815, 0.22380863722195177, 0.213687438613286, 0.1928605476845798, 0.16815194886741075, 0.13330207360085383, 0.08747080011585881, 0.09883506191473267]"
RACIBÓRZ-MIEDONIA,PSZENNO (250160090) Suma opadów [mm],"[0.01263624311478545, 0.004627703785977636, -0.004523129019338232, 0.0027815322369283877, 0.000980244527874937, -0.01716132448789732, -0.03103414477944793, -0.039295024818031245, -0.016197497937043615, 0.033102152485534095, 0.1453640411878727, 0.20135691355751262, 0.18821962382440405, 0.14837870493802605, 0.12590765291255415, 0.11803274663153816, 0.10315452779022892, 0.07863973793753055, 0.07286775031659834]"
RACIBÓRZ-MIEDONIA,RACIBÓRZ (350180540) Suma opadów [mm],"[0.025529678372076824, 0.028980160856484298, 0.03173532159729953, 0.03321201112246922, 0.032248520450354964, 0.018485897489871974, 0.00872564155489663, 0.002086525591909598, 0.011823406941247316, 0.059579480117485324, 0.2619038997449133, 0.3116864834945261, 0.263807575414059, 0.22489496821940017, 0.17955269250843842, 0.15402188966644045, 0.14240821666604958, 0.12220372099020059, 0.1122385624646894]"
RACIBÓRZ-MIEDONIA,RACŁAWICE ŚLĄSKIE (250170540) Suma opadów [mm],"[0.01259164612749556, 0.018902064712549755, 0.024897583293867803, 0.023011232823169366, 0.020089430615484113, 0.0002725231254983774, -0.005615547344957994, -0.006429543385171952, 0.020518312534229505, 0.09387812186212291, 0.30585305178382627, 0.3358938090710971, 0.25676127336004484, 0.2143566647786832, 0.17573190691860582, 0.14805409130505243, 0.14026727929444682, 0.11590310434428663, 0.0875608484441015]"
RACIBÓRZ-MIEDONIA,ROŻNÓW (251180230) Suma opadów [mm],"[0.021633710191853277, 0.03339300572291557, 0.03203322963719405, 0.021645541248466717, -0.005406145857833368, -0.022713542373762902, -0.01725028322298141, -0.015715219745258555, -0.002315080300070617, 0.049652924389394004, 0.19689491963068587, 0.2154010520402036, 0.1777991455259035, 0.15139149926062093, 0.11493043379224464, 0.09592138991609296, 0.06614488857212064, 0.058822449507043816, 0.07208638092609097]"
RACIBÓRZ-MIEDONIA,RUDNA (251160140) Suma opadów [mm],"[0.04784490415396696, 0.03771912116439461, 0.018723327472749084, 0.0112592691802416, -0.006240215052094854, -0.022688230219141778, -0.03948855236513637, -0.043472068497762466, -0.006787769221634081, 0.032166336015726396, 0.0944937493765513, 0.12467335406195566, 0.12807624337761425, 0.09487537539266008, 0.08386525215651891, 0.0830228558015207, 0.06357930931283937, 0.0208232197809858, -0.006564738256501422]"
RACIBÓRZ-MIEDONIA,RYBNIK (250180510) Suma opadów [mm],"[-0.01801564501219983, -0.021028765523044297, -0.013447985431489808, -0.003106529225089136, -0.001376237173123008, -0.007161606754359807, -0.01682718929783972, -0.03451524709907239, -0.023095994003046297, 0.03675897824766428, 0.2724964424982666, 0.3215640878473829, 0.25369928382384976, 0.1992915682845645, 0.15221811131646387, 0.11764960709053213, 0.11015263397662056, 0.08710472602982128, 0.06874938689313986]"
RACIBÓRZ-MIEDONIA,SŁOSZÓW (250160480) Suma opadów [mm],"[0.010747543536515096, 0.0029080047401443022, -0.005044291132868213, -0.009959437780769851, -0.011240300773844738, -0.022179009877163848, -0.030147678037991375, -0.041213216230576256, -0.03006815694242547, -0.002071216208432647, 0.10555841787928862, 0.1788276003342641, 0.15723554594703323, 0.126704976240263, 0.09744643111229429, 0.08897612947104712, 0.07550624262449392, 0.056712995997091, 0.04997042496973117]"
RACIBÓRZ-MIEDONIA,SMOLICE (251170090) Suma opadów [mm],"[-0.006776490468552537, -0.016809477294352924, -0.02605772986687811, -0.01747835688992656, -0.019870217955521935, -0.027190244546963577, -0.026738095306818387, -0.032670212468518395, -0.02014933151985398, 0.01794987160500721, 0.1091510692110317, 0.1539512767873548, 0.1443533390367357, 0.11270118775270896, 0.0806917595104047, 0.06763843869628372, 0.06190148206034809, 0.0669549066057497, 0.059881015145028325]"
RACIBÓRZ-MIEDONIA,SREBRNA GÓRA (250160350) Suma opadów [mm],"[0.025250189899959724, 0.016415655097783616, 0.0030461875756652703, 0.0033923074668131123, -0.0057500984804335995, -0.02249065535643449, -0.029340885002246166, -0.026377815217236054, -0.006944554232215046, 0.03241429176152525, 0.13742498965308228, 0.1851483538167482, 0.15823360422729066, 0.1266670398671763, 0.09850905682410004, 0.07357002474024826, 0.05822086990569921, 0.03275800998466697, 0.023527958494770195]"
RACIBÓRZ-MIEDONIA,STARE OLESNO (250180030) Suma opadów [mm],"[-0.002374570812756283, -0.002068682665406077, -0.014838282011228403, -0.025785742665293244, -0.030238147960701147, -0.029254829225728658, -0.034773392553040565, -0.03533568604318784, -0.009077012410652192, 0.05950719736056333, 0.2121222916179369, 0.2646568532304183, 0.23218949997931498, 0.18754219191410815, 0.15325982085093648, 0.1254825081050442, 0.11567474346016272, 0.11241889329068809, 0.10691087606097587]"
RACIBÓRZ-MIEDONIA,STRONIE ŚLĄSKIE (250160560) Suma opadów [mm],"[0.004880785578065794, -0.0032567353359321378, -0.005527888366675695, 0.01018842243237105, 0.004034571353825008, -0.015446827040334005, -0.020888833150421553, -0.02291767704819394, -0.0070106119672785445, 0.06206840019437523, 0.2119950791666976, 0.25666052250633364, 0.20030893391388846, 0.15394103145570076, 0.11239523777663404, 0.07822457740277312, 0.06613398389856048, 0.04871732963032245, 0.041027167674235046]"
RACIBÓRZ-MIEDONIA,STRZELIN (250170090) Suma opadów [mm],"[0.02501518942715228, 0.01876625721580587, 0.011149151669402096, 0.022985137842126645, 0.007693345717124266, -0.004266929656915257, -0.016400992365862992, -0.020116428254219377, -0.0017901326678221505, 0.035878762761443965, 0.1578744204080093, 0.20210717927261604, 0.19033048257233598, 0.16688505893585442, 0.14392553962278798, 0.12187434683346729, 0.09102445246238115, 0.04945124550996801, 0.04221283458185771]"
RACIBÓRZ-MIEDONIA,SUKOWICE (250180380) Suma opadów [mm],"[-0.03725498081236205, -0.028506095670653608, -0.0156172070569628, -0.025651099968712985, -0.03555487823035102, -0.053228620237522145, -0.05990321836745715, -0.07134982587049629, -0.05999281583704749, -0.01801678358086548, 0.17440285870529437, 0.23242872364832293, 0.1926355693979996, 0.14011040782296985, 0.09944735719422221, 0.0689733899917576, 0.04170427659438448, 0.028469401912118452, 0.032839106731600745]"
RACIBÓRZ-MIEDONIA,SZALEJÓW GÓRNY (250160840) Suma opadów [mm],"[0.02558540011135824, 0.02641335088816642, 0.02044425004301248, 0.029186164821812285, 0.024968986230675855, -0.0028384197113729614, -0.016380013052544693, -0.01831552005225794, 0.0038511402945069027, 0.029898951290146872, 0.1297228092597391, 0.1806396150256991, 0.15464513738147817, 0.12040389467851939, 0.08865532054909876, 0.07037130974807206, 0.062268835182559504, 0.03974205751810773, 0.031054352981529323]"
RACIBÓRZ-MIEDONIA,SZCZAWNO-ZDRÓJ (250160130) Suma opadów [mm],"[0.019016790180626745, 0.009853513183462772, 0.001327863471869358, -0.003540975992376245, -0.00956595702435166, -0.018732766072191143, -0.02493421070432753, -0.03464303819036712, -0.0074041384757117, 0.04797832513714523, 0.15689823995033167, 0.19663150924099282, 0.1963644392330909, 0.16292572569271477, 0.13271181168576376, 0.10768912975487671, 0.095487398945645, 0.08009280725716969, 0.07469517284035058]"
RACIBÓRZ-MIEDONIA,ŚWIERZAWA (251150360) Suma opadów [mm],"[-0.005921725410794306, -0.010833729461176085, -0.022015635136569216, -0.016477633783595517, -0.028298325170542805, -0.035436104861480966, -0.04438074700246217, -0.048158355605344365, -0.0033947459513626777, 0.055746538223817886, 0.15634245322090637, 0.18493602487762498, 0.16994901682850702, 0.13297854527508818, 0.10354658045994844, 0.08302772224605823, 0.06847944911385054, 0.04319889733121499, 0.04513678301889616]"
RACIBÓRZ-MIEDONIA,TARNÓW (250160360) Suma opadów [mm],"[0.011887899831972049, 0.003979689350244809, -0.0017655393047638647, -0.0013956971825044451, -0.00567494850824726, -0.016544529882765887, -0.023653867806903175, -0.02294100690496213, -0.007219962879392043, 0.02762084769651551, 0.1378536867697641, 0.19256001985834625, 0.17206567972504658, 0.15030594561113134, 0.11975852357677187, 0.10021295539597559, 0.08830749194877947, 0.07181536343679266, 0.07212476462061308]"
RACIBÓRZ-MIEDONIA,TRZEBNICA (251170210) Suma opadów [mm],"[-0.05088129835130835, -0.0699815038841523, -0.08726660387251015, -0.08741634547825367, -0.08416033824680659, -0.10037425672708633, -0.11296479849866684, -0.11227180958621216, -0.08429887830371202, -0.027913796507840007, 0.07046948225521063, 0.1091785697582374, 0.0754974821339074, 0.02010933587453383, -0.017706134295804653, -0.04057587922421385, -0.056910620938399346, -0.06230123075378674, -0.04607433774956452]"
RACIBÓRZ-MIEDONIA,TWARDOCICE (251150280) Suma opadów [mm],"[-0.021152237182567615, -0.02885694974244728, -0.04219236440678474, -0.042047741870173086, -0.04492581784640312, -0.05107942781459247, -0.05707826791375628, -0.06289098720571552, -0.03620613125619311, 0.005643065165790843, 0.09195592540982528, 0.1167963708840945, 0.10853802329979374, 0.0751719111998017, 0.05149553872047905, 0.04255021871773899, 0.028040736818481526, 0.009622888694144738, 0.007351750808643661]"
RACIBÓRZ-MIEDONIA,WALIM (250160270) Suma opadów [mm],"[-0.002580911101461885, -0.010374726172174225, -0.01917627351642929, -0.015636226562027587, -0.015811633381954033, -0.03415930848730609, -0.045871181905176396, -0.05080682392465317, -0.02302735892669908, 0.03677760204508052, 0.1533978999256199, 0.19100967277623146, 0.1620132582178303, 0.11712446473689113, 0.08425494824730835, 0.061668036445328554, 0.050807974486210716, 0.03169526465036782, 0.03830691400842954]"
RACIBÓRZ-MIEDONIA,WROCŁAW-STRACHOWICE (351160424) Suma opadów [mm],"[0.0034605344623732763, -0.0006616906913707594, -0.008820142515847887, 0.0026178710797701526, -0.003025839073753896, -0.01373552516197556, -0.024524538840593083, -0.027358136280740814, -0.008779116751203, 0.03315077041467861, 0.12756769430854203, 0.17596949267299244, 0.16717590349145853, 0.13793137011359588, 0.10871507993465497, 0.09199446540690626, 0.07821872730152167, 0.0631360879335886, 0.061858857033304744]"
RACIBÓRZ-MIEDONIA,ZIELENIEC (250160530) Suma opadów [mm],"[-0.01487804324909088, -0.022616029616358856, -0.029593891820166224, -0.02838697039269833, -0.0322574422380964, -0.044088772699234655, -0.05607022276812522, -0.06904169936303632, -0.05534155583842047, -0.02708633078816591, 0.07611904870970508, 0.14576342722172148, 0.11244204363560477, 0.07791923359925575, 0.05187376020993382, 0.03927431499558504, 0.03415104150638618, 0.019701899978133302, 0.018435407901783364]"
RACIBÓRZ-MIEDONIA,ZIELINA (250170280) Suma opadów [mm],"[0.00920915704284154, 0.008270812087768448, 0.014481286290798858, 0.032007898447849736, 0.022929431633973024, 0.017942153317178446, -0.00010836676082035195, -0.0030356607710929863, 0.01847599998224137, 0.08832546161283912, 0.27901314668901345, 0.31669779478199084, 0.27312926182338193, 0.2287422078969479, 0.18070198630474002, 0.14261048013424804, 0.12486207514246807, 0.09534549599872473, 0.07153708616424173]"
RACIBÓRZ-MIEDONIA,ŹRÓDŁA (251160370) Suma opadów [mm],"[0.05737753376041802, 0.051581377292241624, 0.030382812073110207, 0.04423673258650645, 0.026395423688006858, 0.0033641852171686112, 0.0029073691656287914, -0.005460742159070282, 0.01725737160976309, 0.09407238314795018, 0.20240130203984466, 0.23666022578498094, 0.24273052380665963, 0.24653755406850042, 0.24135536267636826, 0.2384830730504117, 0.22879972432941686, 0.1809691525325499, 0.18910316268768995]"
RACIBÓRZ-MIEDONIA,średnia Suma opadów [mm],"[0.004606567136007332, -0.002235628272245176, -0.007005228424951613, -0.0018947945885212552, -0.0045841372007722914, -0.014076590622794974, -0.02301743809981334, -0.02661473122491731, -0.002758369578237923, 0.05873298837568975, 0.22413928368196354, 0.294949344478205, 0.2623915243986338, 0.21098227598757707, 0.16679516277627565, 0.141203010890538, 0.1256171711100964, 0.10405803848035551, 0.09945767159186267]"
RACIBÓRZ-MIEDONIA,mediana Suma opadów [mm],"[0.015001088886856528, 0.009878892474022582, 0.0035417352420635487, 0.006889541064916441, 0.0037423912168962005, -0.006240491482336912, -0.015246792699526718, -0.01802258770997895, 0.006799683681785639, 0.0653687656335599, 0.2170878678665205, 0.28701197092405945, 0.2563342012326924, 0.21015950133370206, 0.16785868598749376, 0.14522511896458615, 0.13042938135146181, 0.10735839157535032, 0.10276507285587574]"
